"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedFDR","JointPvalue","JointFDR"
"GO CC:GO:0098800","GO CC","GO:0098800","inner mitochondrial membrane protein complex",146,-3.07569396029791,1e-10,2.52666666666667e-09,"72900/66525/66916/12857/407785/230075/70257/110323/66052/70316/12864/18673/53600/11951/14356/67264/12868/67105/12861/68514/100042179/57423/17993/66594/67530/17706/66152/66541/66218/17991/67067/27425/104130/224904/71679/68342/12859/22272/67130/12867/107197/69029/67126/54405/68375/66576/78330/66495/11957/68198/66414/66091/433771/20463/67184/17721/66075/66416/67942/17717/17709/66477/17720/407790/17719/66377/17705/17722/17708/17716/17710/17718/75406/68202/17711/69773",113,-2.49140005639998,1e-10,1.98333333333333e-08,"28080/66108/68117/66815/67273/66414/68198/66477/76614/66098/11949/67126/66349/66043/67680/12861/68202/66576/12859/72900/68316/68349/216001/67130/71679/84682/22273/11946/12865/215999/225887/68342/67264/230935/67067/66928/224904/66075/30059/66916/18673/17995/227197/30056/69029/68375/66218/12864/78330/66945/11958/11950/226646/75406/78506","Both negative",TRUE,1e-10,1.98333333333333e-08
"GO CC:GO:0098798","GO CC","GO:0098798","mitochondrial protein-containing complex",291,-2.82086593073583,1e-10,2.52666666666667e-09,"75266/66077/626359/595136/18120/67713/20917/72900/66525/68537/66916/12857/407785/230075/68512/66169/70257/110323/66052/66383/70316/12864/67270/68611/66121/66163/28028/74600/94061/68735/18673/68565/53600/56282/11951/72039/14356/67264/12868/231086/67105/12861/68514/100042179/69527/57423/67414/17993/234384/66407/79044/50529/68463/66594/67530/17706/170718/94066/30055/66152/67707/97212/30058/66541/110826/66218/17991/68836/67067/27425/104130/224904/67681/12039/50776/71679/68342/12859/22272/67130/66047/15108/12867/107197/68499/69029/67126/223696/54405/78038/68375/66576/66230/78330/66495/78523/11957/68198/66414/66091/66119/433771/66292/20463/67184/17721/66075/66416/67942/17717/382793/17709/66477/107732/64660/17720/407790/99045/17719/66377/17705/17722/17708/17716/17710/17718/75406/13171/68202/110842/17711/69773/14548/66845",243,-2.14555807720836,1e-10,1.98333333333333e-08,"28080/78038/66108/68117/66815/66493/67273/66414/68263/110842/19935/68198/69527/72039/66477/15108/15929/76614/338359/66098/11949/67126/66349/11740/65111/66043/67680/12861/68202/66576/641376/97212/64656/12859/218506/30055/72900/52443/68316/68349/216001/67130/67834/18041/64659/71679/67212/84682/68653/22273/56280/67036/11946/232536/68463/12865/215999/107734/225887/68342/68512/94067/67264/69956/230935/67067/66928/14297/67681/99045/224904/66075/30059/66916/57312/18673/56451/107733/53333/68537/17995/102060/11739/66121/64660/227197/30056/69029/68375/66218/66841/12864/78330/27397/66945/11958/11950/13382/226646/22333/75406/78506","Both negative",TRUE,1e-10,1.98333333333333e-08
"GO CC:GO:1990204","GO CC","GO:1990204","oxidoreductase complex",120,-2.64489719449228,1e-10,2.52666666666667e-09,"626359/595136/18451/18453/17969/72900/66916/66355/407785/230075/66052/70316/66427/109754/67264/68133/66112/17993/66594/67530/170718/66152/71893/234309/110826/66218/17991/104130/12039/68342/22272/67130/107197/14979/54405/68375/66576/78330/66495/68198/66414/104174/66091/67184/17721/66416/17717/17720/17719/66377/17722/17708/17716/17718/75406/13171/68202/110842/17711",88,-2.32529983872146,2.23628654948038e-08,1.90084356705832e-06,"66108/67273/66414/14555/68263/110842/18451/333433/68198/15929/234309/66349/67680/20133/12359/68202/66576/72900/68349/67130/67834/14979/22273/16832/225887/68342/66355/67264/18293/66928/66916/104174/17995/227197/68375/66218/66841/78330/66945/13382/226646/75406","Both negative",TRUE,2.23628654948038e-08,1.90084356705832e-06
"GO BP:GO:0009060","GO BP","GO:0009060","aerobic respiration",188,-2.20922368537104,1.80958355881135e-09,4.99130352047791e-07,"66046/11428/14004/12534/15926/66072/56451/268697/28080/214917/11958/215951/56327/12359/71832/108037/102631912/105675/17986/14297/66148/57320/595136/27369/20917/66972/72900/17869/66916/12857/407785/230075/66052/66383/70316/67472/13063/67264/12868/26914/12861/14533/57423/17993/66594/67530/17706/170718/67267/11848/66152/66218/17991/11651/104130/71679/68342/70556/12859/22272/67130/12867/107197/58805/67126/54405/68375/66576/78330/66495/269951/11957/68198/66414/66091/20463/67184/17721/66416/17717/17709/17720/68077/17719/11429/66377/17705/17722/17708/17716/17710/17718/75406/68202/17711/76824",140,-2.2962316851658,8.1920566886942e-10,3.63153873009814e-06,"28080/215951/66108/67273/66414/68263/68198/17448/76824/15929/70556/13063/11949/67126/66043/67680/12359/12861/68202/66576/64602/12859/72900/68349/67130/67834/71679/84682/22273/11429/11946/14467/12865/12122/225887/68342/11666/67264/20916/18293/14297/27369/56428/69089/69702/66916/104112/56451/68550/17995/102060/227197/68375/66218/78330/66945/11958/11950/13382/12974/226646/75406","Both negative",TRUE,1.80958355881135e-09,3.63153873009814e-06
"GO BP:GO:0045333","GO BP","GO:0045333","cellular respiration",242,-2.07385923087705,6.62580330110661e-09,1.16761378172834e-06,"66046/11428/14004/12534/15926/66072/56451/268697/67636/28080/15975/71701/214917/11958/215951/56327/100126824/12359/71832/108037/102631912/105675/18432/17986/14297/22040/66148/231699/243262/57320/595136/27369/20917/66972/72900/17869/66916/12857/407785/230075/66052/66383/70316/67472/13063/67885/67264/12868/26914/12861/14533/57423/17993/66594/67530/17706/170718/67267/23960/11848/66152/110826/71803/66218/17991/11651/104130/50776/71679/68342/70556/12859/22272/67130/12867/107197/58805/67126/54405/68375/66576/78330/70673/66495/269951/20512/11957/68198/66414/66091/20463/67184/17721/18021/66416/17717/17709/16189/17720/68077/17719/11429/66377/17705/17722/17708/17716/17710/17718/75406/68202/110842/17711/76824",168,-2.10792843616867,1.70149856356273e-08,9.42842891534197e-06,"28080/215951/66108/67273/68002/66414/14555/68263/110842/68198/17448/76824/15929/70556/13063/11949/67126/66043/67680/12359/12861/68202/66576/64602/12859/72900/68349/52637/67130/67834/71679/20656/84682/170731/22273/11429/11946/78830/14467/12865/12122/225887/68342/11666/67264/20916/18293/14297/27369/56428/69089/18810/69702/66916/104112/56451/68550/17995/102060/227197/50799/68375/66218/78330/66945/11958/11950/13382/12974/226646/75406","Both negative",TRUE,1.70149856356273e-08,9.42842891534197e-06
"GO CC:GO:0070469","GO CC","GO:0070469","respirasome",96,-3.0553365408451,1e-10,2.52666666666667e-09,"72900/66916/12857/407785/230075/110323/66052/70316/12864/67264/12868/12861/17993/66594/67530/66152/66218/17991/104130/68342/12859/22272/67130/12867/107197/54405/68375/66576/78330/66495/68198/66414/66091/20463/67184/17721/66416/17717/17709/78174/17720/407790/17719/66377/17722/17708/17716/17710/17718/75406/68202/17711",69,-2.36500319551948,1.71533883660107e-07,1.13402956419738e-05,"66349/67680/12861/68202/66576/12859/72900/68349/67130/84682/22273/214489/12865/225887/68342/67264/66928/66916/17995/227197/68375/66218/12864/78330/66945/226646/75406","Both negative",TRUE,1.71533883660107e-07,1.13402956419738e-05
"GO CC:GO:0005746","GO CC","GO:0005746","mitochondrial respirasome",88,-3.17535207816694,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/12857/407785/230075/110323/66052/70316/12864/67264/12868/12861/17993/66594/67530/66152/66218/17991/104130/68342/12859/22272/67130/12867/107197/54405/68375/66576/78330/66495/68198/66414/66091/20463/67184/17721/66416/17717/17709/17720/407790/17719/66377/17722/17708/17716/17710/17718/75406/68202/17711",65,-2.38921718036736,2.20470325224086e-07,1.19254403189392e-05,"66349/67680/12861/68202/66576/12859/72900/68349/67130/84682/22273/12865/225887/68342/67264/66928/66916/17995/227197/68375/66218/12864/78330/66945/226646/75406","Both negative",TRUE,2.20470325224086e-07,1.19254403189392e-05
"GO CC:GO:0098803","GO CC","GO:0098803","respiratory chain complex",89,-3.16983154938737,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/12857/407785/230075/110323/66052/70316/12864/67264/12868/12861/17993/66594/67530/66152/66218/17991/104130/68342/12859/22272/67130/12867/107197/54405/68375/66576/78330/66495/68198/66414/66091/20463/67184/17721/66416/17717/17709/78174/17720/407790/17719/66377/17722/17708/17716/17710/17718/75406/68202/17711",65,-2.38957394935793,2.20470325224086e-07,1.19254403189392e-05,"66349/67680/12861/68202/66576/12859/72900/68349/67130/84682/22273/12865/225887/68342/67264/66928/66916/17995/227197/68375/66218/12864/78330/66945/226646/75406","Both negative",TRUE,2.20470325224086e-07,1.19254403189392e-05
"KEGG:mmu05415","KEGG","mmu05415","Diabetic cardiomyopathy",202,-1.94314740966571,6.56356578906999e-07,2.30381159196357e-05,"17969/72900/66916/12857/407785/230075/110323/66052/70316/12864/110854/17390/11951/67264/12868/12861/21808/17993/66594/67530/18033/17706/66152/19353/66218/17991/11651/104130/71679/68342/12859/22272/67130/19354/12867/18753/67126/54405/68375/66576/78330/11606/66495/11957/68198/66414/66091/20463/67184/17721/66416/67942/17717/17709/78174/17720/407790/17719/66377/17705/17722/17708/17716/17710/17718/75406/27273/68202/17711",137,-2.10464146079555,9.28683487760025e-08,2.52674685068881e-05,"28080/19045/66108/11652/67273/55951/66414/11938/19047/68263/68198/74769/18762/18795/11949/67126/18751/11740/66043/12896/67680/12861/68202/66576/12859/72900/14381/68349/67130/71679/84682/22273/11946/12865/236900/225887/68342/19046/20191/67264/22335/18750/19697/56717/12323/66916/22334/17995/11739/26414/227197/68375/66218/12864/78330/66945/11950/226646/22333/75406","Both negative",TRUE,6.56356578906999e-07,2.52674685068881e-05
"GO BP:GO:0006119","GO BP","GO:0006119","oxidative phosphorylation",142,-2.57643597293503,1e-10,4.22933333333333e-08,"66972/72900/17869/66916/12857/407785/230075/66052/66383/70316/13063/67264/12868/26914/12861/57423/17993/66594/67530/17706/67267/11848/66152/66218/17991/104130/71679/68342/70556/12859/22272/67130/12867/107197/58805/67126/54405/68375/66576/78330/66495/11957/68198/66414/66091/20463/67184/17721/66416/17717/17709/17720/17719/66377/17705/17722/17708/17716/17710/17718/75406/68202/17711",109,-2.20579139410601,2.0138263204424e-07,4.69857477816904e-05,"28080/215951/66108/67273/66414/68198/70556/13063/11949/67126/66043/67680/12861/68202/66576/12859/72900/68349/67130/71679/84682/22273/11946/14467/12865/12122/225887/68342/11666/67264/14297/27369/56428/69702/66916/68550/17995/102060/227197/68375/66218/78330/66945/11958/11950/13382/226646/75406","Both negative",TRUE,2.0138263204424e-07,4.69857477816904e-05
"GO BP:GO:0015980","GO BP","GO:0015980","energy derivation by oxidation of organic compounds",334,-1.82832377990645,3.49590810089391e-07,3.52032396699539e-05,"66046/14711/14936/11428/14004/12534/27357/15926/232493/66072/56451/268697/67636/28080/15975/71701/214917/11958/22059/215951/56327/100126824/12359/14387/71832/108037/102631912/105675/18432/224792/58200/17986/14297/22040/21416/66148/231699/243262/57320/595136/27369/20917/66972/72900/17869/20411/66916/12857/407785/230075/72157/66052/66383/70316/103988/11364/67472/13063/67885/67264/18976/12868/26914/20203/66681/12861/56351/14533/57423/17993/17202/66594/67530/18682/17706/170718/67267/23960/11848/66152/110826/71803/16591/66218/17991/11651/104130/50776/71679/68342/70556/12859/22272/67130/12867/107197/58805/67126/216558/54405/18679/68375/66576/77559/78330/70673/66495/269951/20512/11957/68198/66414/66091/20463/67184/17721/18021/66416/17717/102093/17709/16189/17720/68077/17751/17719/11429/66377/17705/17722/17708/17716/17710/17718/75406/68202/110842/17711/110078/76824/53412",220,-1.90846849165163,4.17909094655141e-07,7.71912923585933e-05,"28080/74185/215951/19045/66108/11652/67273/68002/54646/66414/66681/14555/19047/68263/110842/68198/17448/76824/15929/70556/13063/11949/67126/66043/67680/12359/12861/68202/14783/66576/64602/12859/72900/68349/52637/67130/67834/71679/20656/84682/170731/22273/11429/11946/78830/14467/12865/12122/225887/68342/16548/11666/19046/67264/56717/20916/18293/19062/14297/27369/56428/105651/69089/18810/69702/66916/104112/56451/68550/17995/102060/227197/50799/18642/68375/66218/78330/66945/11958/11950/319801/18605/13382/12974/226646/75406","Both negative",TRUE,4.17909094655141e-07,7.71912923585933e-05
"KEGG:mmu04714","KEGG","mmu04714","Thermogenesis",227,-2.25497709930133,1e-10,7.02e-09,"20662/329003/66916/12857/407785/230075/12856/110323/66052/70316/105787/12864/66359/83766/70127/15461/56456/11951/67264/12868/208647/76947/66706/12861/66853/57423/66379/17993/66594/67530/83796/17706/57279/66152/12894/66218/17991/76178/27425/104130/71679/68342/12859/22272/67130/12867/67126/54405/68375/66576/20111/78330/70673/66495/11957/68198/66414/66091/20463/67184/17721/78070/66416/67942/17717/216739/17709/78174/17720/407790/17719/66377/17705/17722/17708/17716/14182/75597/17710/17718/75406/68202/20104/17711",161,-1.87884891462659,3.23861583765648e-06,0.000145275053289162,"19082/28080/66108/57279/11512/67273/69893/66414/68198/216739/277250/11909/14182/20663/11949/67126/66706/20111/66043/12896/67680/64930/74205/22084/12861/68202/66576/12859/72900/68349/210044/56456/67130/239985/224129/71679/104111/84682/66379/22273/12856/66993/11946/12865/225887/68342/11465/67264/56717/69802/69702/66916/17995/227197/74370/68375/66218/12864/14081/78330/66945/11958/11950/226646/75406","Both negative",TRUE,3.23861583765648e-06,0.000145275053289162
"GO BP:GO:0042776","GO BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",65,-2.86288016146961,1e-10,4.22933333333333e-08,"72900/66916/407785/230075/66052/70316/67264/57423/17993/17706/66218/17991/104130/71679/68342/67130/67126/54405/68375/78330/66495/11957/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17705/17722/17716/17718/75406/68202",54,-2.29985680628709,1.04372016590784e-06,0.000177954288287288,"28080/66108/67273/66414/68198/11949/67126/66043/67680/68202/72900/68349/67130/71679/11946/225887/68342/67264/66916/17995/227197/68375/66218/78330/66945/11958/11950/226646/75406","Both negative",TRUE,1.04372016590784e-06,0.000177954288287288
"KEGG:mmu05012","KEGG","mmu05012","Parkinson disease",257,-2.16749514440375,2.70850730018728e-10,1.58447677060956e-08,"72900/67847/20192/66916/12857/19185/407785/230075/110323/66052/56551/70316/12864/13063/19170/74153/64704/11951/106957/50873/20655/26443/67264/12868/214084/12861/109731/14678/67414/17993/16572/66594/67530/19167/17706/66152/66218/11783/17991/104130/71679/68342/12859/22272/67130/12867/18024/67126/54405/26441/68375/66576/277468/78330/66495/11957/68198/66414/16439/22195/66091/72027/20463/22186/67184/17721/22213/66416/67151/67942/17717/17709/78174/16573/17720/407790/69806/17719/19175/66377/17705/17722/17708/50868/17716/75600/17710/17718/75406/68202/73710/17711/78294",189,-1.77482207669724,6.78485176465515e-06,0.000266305431762715,"13063/14679/11949/67126/11740/66043/67680/140499/12861/68202/66576/22145/21823/12859/72900/16573/14677/18803/26442/68349/17161/67130/13488/22195/224129/71679/84682/170731/22273/11946/12865/215999/66725/225887/68342/14678/14680/67264/22335/214084/19167/16438/16439/12323/109731/56551/66916/22334/17995/11739/26414/227197/11783/68375/66218/12864/22201/78330/66945/11950/74764/226646/22333/75406","Both negative",TRUE,6.78485176465515e-06,0.000266305431762715
"GO BP:GO:0009144","GO BP","GO:0009144","purine nucleoside triphosphate metabolic process",166,-1.94369365926933,3.90609853196477e-06,0.000266454721363274,"72900/17869/14923/54369/66916/19384/66437/407785/230075/66052/70316/11951/50873/67264/57423/67414/17993/171567/83433/17706/12495/11848/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/98660/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/12015/66377/17705/17722/17716/17718/75406/68202",124,-1.98641489384411,1.94208610675657e-06,0.00027771831326619,"14679/11949/67126/66043/67680/68202/56045/72900/11534/53893/68349/67130/74143/11931/23917/71679/11946/78830/68055/66454/66437/66725/225887/68342/12628/67264/69802/27369/66916/17995/227197/50799/11674/11637/68375/66218/78330/66945/101592/11958/11950/18605/79059/226646/75406","Both negative",TRUE,3.90609853196477e-06,0.00027771831326619
"GO MF:GO:0015453","GO MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity",33,-2.55474933465323,1.11110726049322e-07,1.35666196506223e-05,"72900/66916/73649/17993/17991/20930/66576/17721/17717/17709/17720/17719/17722/17708/17716/17710/17718/75406/17711",18,-2.45199105060315,1.13568805038961e-06,0.000311557088490218,"66576/72900/68349/20930/84682/12865/225887/66916/17995/227197/226646/75406","Both negative",TRUE,1.13568805038961e-06,0.000311557088490218
"GO BP:GO:0009141","GO BP","GO:0009141","nucleoside triphosphate metabolic process",180,-1.88467085717203,2.9994434087006e-06,0.000211427433164407,"72900/17869/14923/54369/66916/19384/66437/407785/230075/66052/70316/22245/11951/50873/67264/57423/67414/17993/171567/83433/17706/12495/11848/66218/110074/17991/27425/104130/71679/68342/67130/107197/67126/54405/98660/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/12015/66377/17705/17722/17716/17718/75406/68202",136,-1.9934082818462,2.58389327654284e-06,0.000357949965466075,"14679/11949/67126/57319/66043/67680/68202/56045/215446/72900/11534/53893/68349/67130/74143/22169/11931/23917/71679/11946/78830/68055/66454/66437/66725/237336/225887/68342/12628/67264/69802/27369/66916/17995/227197/50799/11674/11637/68375/66218/78330/66945/101592/11958/11950/18605/79059/226646/75406","Both negative",TRUE,2.9994434087006e-06,0.000357949965466075
"GO BP:GO:0022900","GO BP","GO:0022900","electron transport chain",109,-2.4072407756396,3.3707113079912e-09,7.76452908884758e-07,"57320/626359/27369/72900/12857/407785/230075/66052/66383/13063/67264/12868/12861/17993/66594/67530/66152/78797/110826/71803/66218/50776/12859/22272/12867/107197/68375/66576/78330/66495/20512/59016/66414/20463/17721/66416/17717/17709/17720/17719/209224/17722/17708/17716/17710/17718/75406/68202/110842/17711",80,-2.11678837652201,2.8628648288676e-06,0.000384578175344548,"67273/66414/14555/110842/14148/13063/67680/12861/68202/66576/12859/72900/68349/20656/84682/22273/78830/12865/12122/225887/67264/27369/56428/18810/69702/17995/227197/50799/68375/66218/66841/78330/66945/13382/226646/75406","Both negative",TRUE,2.8628648288676e-06,0.000384578175344548
"GO CC:GO:0005747","GO CC","GO:0005747","mitochondrial respiratory chain complex I",51,-2.93393800832765,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.25215068838695,1.12882416014618e-05,0.000389292208115831,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,1.12882416014618e-05,0.000389292208115831
"GO CC:GO:0030964","GO CC","GO:0030964","NADH dehydrogenase complex",51,-2.93393800832765,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.25215068838695,1.12882416014618e-05,0.000389292208115831,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,1.12882416014618e-05,0.000389292208115831
"GO CC:GO:0045271","GO CC","GO:0045271","respiratory chain complex I",51,-2.93393800832765,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.25215068838695,1.12882416014618e-05,0.000389292208115831,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,1.12882416014618e-05,0.000389292208115831
"GO BP:GO:0009152","GO BP","GO:0009152","purine ribonucleotide biosynthetic process",193,-1.83149404775131,7.23685544024194e-06,0.00044573408653296,"72900/17869/14923/54369/66916/66355/407785/230075/66052/70316/23971/11951/50873/67264/270076/57423/17993/171567/83433/17706/237823/12495/66218/17991/27425/104130/71679/68342/67130/23972/107197/67126/54405/68738/68375/17850/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/216739/18103/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/27273/68202",150,-2.0074293844559,5.51428331054775e-07,9.77792716626327e-05,"67184/105446/109674/13806/28080/11717/66108/11512/67273/55951/66414/269614/68263/11566/68198/216739/11949/67126/237823/15452/66043/67680/68202/11565/56690/72900/11534/68349/108156/210044/67130/23917/224129/71679/104111/11946/78830/68055/236900/225887/68342/66355/67264/69802/67054/66916/104112/17995/227197/50799/11674/11637/68375/66218/14081/14450/78330/66945/11958/11950/13382/79059/226646/22333/75406","Both negative",TRUE,7.23685544024194e-06,0.00044573408653296
"GO BP:GO:0006754","GO BP","GO:0006754","ATP biosynthetic process",99,-2.51304174947146,3.22330019713012e-10,1.20285979121138e-07,"72900/17869/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/67184/17721/66416/67942/17717/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",75,-2.17685699705797,3.67066860658443e-06,0.000464916398085393,"11949/67126/66043/67680/68202/72900/68349/67130/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/226646/75406","Both negative",TRUE,3.67066860658443e-06,0.000464916398085393
"GO BP:GO:0009206","GO BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",110,-2.59515606743143,1e-10,4.22933333333333e-08,"72900/17869/54369/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/171567/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",82,-2.05222209532108,4.0659154252038e-06,0.000499926981055299,"11949/67126/66043/67680/68202/72900/68349/67130/23917/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/79059/226646/75406","Both negative",TRUE,4.0659154252038e-06,0.000499926981055299
"GO BP:GO:0009145","GO BP","GO:0009145","purine nucleoside triphosphate biosynthetic process",111,-2.57009110914295,1e-10,4.22933333333333e-08,"72900/17869/54369/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/171567/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",83,-2.07933683951597,4.1726366566763e-06,0.000499926981055299,"11949/67126/66043/67680/68202/72900/11534/68349/67130/23917/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/79059/226646/75406","Both negative",TRUE,4.1726366566763e-06,0.000499926981055299
"GO BP:GO:0022904","GO BP","GO:0022904","respiratory electron transport chain",99,-2.3545042749306,1.55819002012716e-08,2.53465576607351e-06,"72900/12857/407785/230075/66052/66383/13063/67264/12868/12861/17993/66594/67530/66152/110826/71803/66218/50776/12859/22272/12867/107197/68375/66576/78330/20512/66414/20463/17721/66416/17717/17709/17720/17719/17722/17708/17716/17710/17718/75406/68202/110842/17711",74,-2.15447828990888,4.79449576076739e-06,0.000559315781775838,"67680/12861/68202/66576/12859/72900/68349/20656/84682/22273/78830/12865/12122/225887/67264/27369/56428/18810/69702/17995/227197/50799/68375/66218/78330/66945/13382/226646/75406","Both negative",TRUE,4.79449576076739e-06,0.000559315781775838
"GO BP:GO:0019646","GO BP","GO:0019646","aerobic electron transport chain",63,-2.6003348242026,5.67542933029434e-09,1.02871210489678e-06,"72900/12857/407785/230075/66052/66383/13063/67264/12868/12861/66594/67530/66152/66218/12859/22272/12867/107197/68375/66576/20463/17721/66416/17717/17719/17722/17708/17716/17710/17718/75406/17711",48,-2.11120540788499,5.20240204316219e-06,0.000591339698906103,"13063/67680/12861/66576/12859/72900/68349/84682/22273/12865/225887/67264/69702/17995/227197/68375/66218/66945/13382/226646/75406","Both negative",TRUE,5.20240204316219e-06,0.000591339698906103
"GO BP:GO:0006164","GO BP","GO:0006164","purine nucleotide biosynthetic process",227,-1.79506238332188,1.16963368738527e-05,0.000650890887085276,"72900/17869/14923/223646/54369/66916/66355/407785/230075/66052/70316/14913/23971/212627/11951/50873/67264/270076/57423/17993/171567/83433/17706/237823/12495/66218/17991/74023/27425/104130/71679/68342/67130/23972/107197/67126/54405/68738/68375/17850/78330/66495/269951/11957/68198/66414/66091/79059/67184/17721/192185/66416/23918/67942/17717/216739/18103/665563/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/27273/68202/68646",168,-2.00883693616505,2.45413585854188e-07,4.94508375496189e-05,"67184/105446/109674/13806/212627/28080/11717/66108/11512/67273/55951/66414/269614/68646/68263/11566/68198/216739/665563/11949/67126/237823/15452/66043/67680/15444/68202/11565/226518/56690/72900/11534/14381/68349/108156/210044/67130/23917/224129/71679/104111/11946/78830/68055/66454/236900/225887/68342/66355/67264/69802/67054/27369/66916/104112/17995/227197/50799/11674/11637/68375/66218/14081/14450/78330/66945/11958/11950/13382/79059/226646/22333/75406","Both negative",TRUE,1.16963368738527e-05,0.000650890887085276
