"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO BP:GO:0010453","GO BP","GO:0010453","regulation of cell fate commitment",41,-1.40291793044375,0.0631163708086785,0.345745622998842,"116871/116870/245688/234366/14912/240873/17292/14369/83430/216848/12166/17192/433759/14173/22416/16950/71950/14182/66042",15,1.06173804689293,0.386138613861386,0.858765270664584,"17192/12166/245688","Opposite",FALSE,FALSE,0.386138613861386
"GO BP:GO:0042659","GO BP","GO:0042659","regulation of cell fate specification",29,-1.38428812597361,0.0820610687022901,0.391917669926319,"17292/14369/216848/12166/17192/433759/14173/22416/71950/14182",15,1.06173804689293,0.386138613861386,0.858765270664584,"17192/12166/245688","Opposite",FALSE,FALSE,0.386138613861386
"GO MF:GO:0004175","GO MF","GO:0004175","endopeptidase activity",329,1.42029953407819,0.00191326322808355,0.0256713670493408,"23850/230598/320213/69597/319875/11496/23792/13030/18548/19072/23821/59287/11492/72607/210622/12263/235130/83431/69453/224697/76453/75812/17381/244954/23997/17174/213760/18549/67003/14089/22019/70835/13482/19142/208936/74585/100102/11502/22284/666048/70993/14731/75805/12364/69617/21892/12368/74112/208171/11497/18552/170822/50909/252870/214766/23948/30806/11499/18550/23794/216725/30943/17389/240322/15234/118453/58223/18792/22224/279028/75826/13038/109820/17228/242557/17847/12630/12333/56175/24087/66865/11421/22223/16621/637515/12367/109901/17229/23925/56538/66473/50492/109660/239337/66615/77035/73218/100503895/14061/17231/18815/280667/436523/58803/73902/260408/67013/19146/13034/22217/100040233/15451/12366/18791/17002/14479/12371/11490/66887/270669/11487/78593/71767/110751/636808/17227/215095/328780/14939/13524/108154",115,-1.02364219591455,0.386292834890966,0.843136771695124,"381038/11487/235606/23792/19072/12337/22284/13599/64138/12368/100756/68817/18815/12334/16621/22019/74142/170707/14061/23948","Opposite",FALSE,FALSE,0.386292834890966
"GO BP:GO:0045620","GO BP","GO:0045620","negative regulation of lymphocyte differentiation",58,-1.04264926437883,0.372781065088757,0.728789854213583,"240873/13866/14728/12477/16183/67122/17173/15223/14727/22694/14357/14634/16189/16950/17242",12,1.07089815668883,0.386324786324786,0.858765270664584,"12505/17242/19255/16952/319817","Opposite",FALSE,FALSE,0.386324786324786
"GO CC:GO:0030904","GO CC","GO:0030904","retromer complex",21,-1.05219599745772,0.386503067484663,0.585938650306748,"231834/56440/56433/11736/54198/27385/19720/69178/19347/76742",16,1.6636602666094,0.0201790136770429,0.109491731303872,"56433/56440/76742/69178/65114/69091/67804","Opposite",FALSE,FALSE,0.386503067484663
"KEGG:mmu04071","KEGG","mmu04071","Sphingolipid signaling pathway",125,1.42103651676691,0.0235841438993,0.093011623692745,"18708/26419/18798/26408/20597/26420/268656/14677/100039815/18795/18386/19094/66183/226849/19211/26932/18706/20698/51792/18201/433323/19878/19052/72930/26413/19053/18751",88,-1.03577248602028,0.386740331491713,0.674647022713321,"94226/19877/74769/18762/18795/14679/18751/20698/20397/71978/14677/11539/19053/81535/12122/14678/14389/18750/19697/22030/269643/268656/16644/13609/19878/26414","Opposite",FALSE,FALSE,0.386740331491713
"GO MF:GO:0030742","GO MF","GO:0030742","GTP-dependent protein binding",24,1.10760405624178,0.294,0.607401015228426,"19339/11765/22249/67295/74006/20170/216238/69908/12540",17,1.05596555734614,0.387323943661972,0.843136771695124,"216238/76932/17532/11774/217944/19353/19344/67295/56513/19339/69908","Both positive",FALSE,FALSE,0.387323943661972
"GO MF:GO:0004115","GO MF","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity",15,1.16439806275007,0.240816326530612,0.560745341614907,"18573/238871/18577",10,-1.03872179717536,0.387470997679814,0.843136771695124,"18574/18583/18584/218461/18577","Opposite",FALSE,FALSE,0.387470997679814
"GO MF:GO:0034450","GO MF","GO:0034450","ubiquitin-ubiquitin ligase activity",12,1.05566835717073,0.387596899224806,0.690158862378771,"28000/53323/63958/140629/140630",10,1.51782701603797,0.0450248353556705,0.359375145938271,"23802/53323/56438","Both positive",FALSE,FALSE,0.387596899224806
"GO BP:GO:0002902","GO BP","GO:0002902","regulation of B cell apoptotic process",22,1.04120296879417,0.387673956262425,0.736301165222587,"227059/19211/18566/216742/12043/108655/16149",11,1.29608445157422,0.151360544217687,0.64989109491497,"12505/17319/227059","Both positive",FALSE,FALSE,0.387673956262425
"GO BP:GO:1905146","GO BP","GO:1905146","lysosomal protein catabolic process",20,1.61596950356765,0.0235987924884202,0.181467563086713,"17309/65114/271564/19156/114128/16835/72175/14824",13,1.06404710178017,0.387888707037643,0.85910080894083,"71900/65114/19156/16784/72175/12751/271564/83768","Both positive",FALSE,FALSE,0.387888707037643
"GO BP:GO:1904294","GO BP","GO:1904294","positive regulation of ERAD pathway",18,1.50379094512201,0.0636182902584493,0.345839274549788,"72607/13666/269695/110616/54609/56085/216157",12,1.06918946458884,0.388034188034188,0.85910080894083,"22393/52551/56085/54609/72607","Both positive",FALSE,FALSE,0.388034188034188
"GO BP:GO:0046579","GO BP","GO:0046579","positive regulation of Ras protein signal transduction",72,-1.05555200782817,0.347222222222222,0.708516493334763,"14062/14165/319197/213439/213438/78134/64095/18129/331493/19417/30955/19876/18053/12977/70727/13856/13866/100310872/53978/20662/14065/16456/94176/15461/574402/320404/18128/100040563/319939/26921/75104",27,-1.03100427062845,0.388174807197943,0.85910080894083,"68585/320127/109689/74769/19419/11806/19417/26921/14745/94176/16456","Both negative",FALSE,FALSE,0.388174807197943
"GO BP:GO:0006839","GO BP","GO:0006839","mitochondrial transport",154,-1.02547944424145,0.388329979879276,0.736301165222587,"52838/12048/69934/66400/11632/67952/22228/22059/22229/67145/641376/68350/105675/214952/12799/66148/66821/73689/75266/100310872/67713/66525/27376/66437/52538/68512/66169/54673/105787/53600/50873/12971/67105/100042179/170770/78806/30055/57279/30058/66541/67067/223696/56462/67184/29810/16573/100040563/12015/15277/69773",107,-1.46233164255505,0.0161865759379728,0.239983582384728,"11740/29816/70478/641376/12799/30055/16573/381038/170731/68653/68350/66437/12122/66725/68512/214952/67067/15194/51800/14629/56428/69089/52838/30059/22334/53333/11739/74919/30056/12050/20544/14545","Both negative",FALSE,FALSE,0.388329979879276
"GO BP:GO:0032370","GO BP","GO:0032370","positive regulation of lipid transport",94,1.11436137253442,0.268924302788845,0.662017649327375,"56745/11980/27403/26420/14081/16891/320560/217265/18095/21943/27410/21934/20750/12161/50769/67484/53357/27801/69981/170731/433256/13132",41,1.03235839989106,0.38871473354232,0.859866473948654,"14792/17846/27410/26399/18216/17319/26420/27404/69981/20280","Both positive",FALSE,FALSE,0.38871473354232
"GO BP:GO:0044827","GO BP","GO:0044827","modulation by host of viral genome replication",23,1.03706133436528,0.389002036659878,0.736568786810496,"72179/30960/240255/52513/15481/225326/14265/217695/13830",17,1.18789182570262,0.25,0.75288722826087,"15481/30960/72179/19035/27103/225326","Both positive",FALSE,FALSE,0.389002036659878
"GO BP:GO:0070167","GO BP","GO:0070167","regulation of biomineral tissue development",101,1.03493936852747,0.389221556886228,0.736568786810496,"102657/12096/17260/12159/12845/338366/67141/23967/17966/12161/22410/12156/22420/15213/11732/77583/239790/100038882/18605/22337/20541/17313/15251/22417/338352/80752/22160/11474/12168/18214",32,-1.43682812004847,0.0510688975391416,0.435744862561646,"20182/237928/19242/67972/13609/353170/11625/100038882/18439/18605","Opposite",FALSE,FALSE,0.389221556886228
"GO BP:GO:0032757","GO BP","GO:0032757","positive regulation of interleukin-8 production",56,-1.03081158181978,0.389221556886228,0.736568786810496,"14062/16803/24088/16176/13198/11450/12165/57320/107607/50701/228607/12042/19766/68576/53791/14066/142980/226250/11807/15587/16173",12,1.40730991433979,0.0837606837606838,0.537873208196212,"57320/68576/14082/14066","Opposite",FALSE,FALSE,0.389221556886228
"GO BP:GO:0071763","GO BP","GO:0071763","nuclear membrane organization",32,-1.04701496859852,0.389328063241107,0.736568786810496,"30934/23825/72549/71678/28193/208263/18817/75608/76959/68953",26,1.0903614021844,0.33931484502447,0.827383227719183,"68942/76959/208092/50850/386649/217379/234852/116733/23825/68953/75608/30934/68053","Opposite",FALSE,FALSE,0.389328063241107
"GO BP:GO:0031589","GO BP","GO:0031589","cell-substrate adhesion",359,1.02319250495775,0.389558232931727,0.736568786810496,"16410/20745/18708/69697/14219/19272/16782/50918/76707/19261/16480/15404/18606/245827/17381/14083/19211/13640/12842/16452/27279/56637/22793/20750/22174/22370/12817/21838/15117/110616/12825/105352/17926/13144/12837/60595/56047/19324/16416/13829/320712/100862177/57764/78473/11502/12361/13612/50768/105298/12125/213119/68169/14538/11815/11601/18552/13132/18607/67896/216560/23928/18015/12721/109711/208777/223272/72349/76499/56013/230959/27418/22417/50706/18792/14268/69538/21367/12631/16728/30060/20440/11600/15227/140709/17118/319922/57342/18073/11474/329278/12043/12568/192897/13405/12540/20194/109648",192,-1.43397726292066,0.00486341335696791,0.121475645967993,"14369/18754/50768/83964/225392/21367/72349/19877/74769/18762/12361/22122/13430/18186/226352/64930/192176/20163/13845/13405/268709/22174/110616/60595/16403/13144/14158/12261/50918/21825/16452/22793/11806/16202/108101/16413/14219/56320/19242/20874/19247/11815/277360/11426/11472/109711/76499/26921/11465/18073/17886/18815/94175/20130/16779/109880/226519/76707/22370/57342/18015/77569/22319/18074/12540/109700/16402/83436","Opposite",FALSE,FALSE,0.389558232931727
"GO MF:GO:0061629","GO MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding",367,1.16480819372345,0.109803921568627,0.383058823529412,"56736/192197/320165/18708/15902/11746/19822/19359/76365/102774/11622/52028/211329/13560/17978/23989/17260/79221/11865/99982/15525/18095/319594/19281/14897/26380/56637/66354/67773/20586/60595/13211/17126/19255/20846/19017/13433/71990/17684/11909/15213/56406/20591/233904/73845/13813/17344/18751/11835/17300/18999/13435/214384/20997/15460/170826/93760/22337/12953/228790/234594/72504/74132/56070/16969/17261/67655/270627/15251/20848/52639/73680/19664/109689/14886/230673/68776/22378/212391/11864/12951/11518/66894/72199/52690/18538/22629/19016/224111/71769/59036/71492/20602/108655/58198",165,1.03365324727012,0.389758179231863,0.843136771695124,"15183/57320/14084/12317/20687/16825/52690/20779/11746/56404/13016/56438/22378/67773/66354/57436/19359/57752/15468/233908/12387/66233/170930/18148/52028/17126/57751/192197/15163/19255/224111/14228/11886/17260/13001/321006/102774/78926/15502/15511/67154/641340/328572/319594/12069/11545/232286/18572/193740","Both positive",FALSE,FALSE,0.389758179231863
"GO CC:GO:0044233","GO CC","GO:0044233","mitochondria-associated endoplasmic reticulum membrane",21,1.0616274874381,0.374269005847953,0.573479818101332,"271564/50790/67727/321007/217695/12049/77582/53333/100504663/66958/77905",17,-1.050475225917,0.389952153110048,0.682263007018353,"100504663/67727/107368/217695/53333","Opposite",FALSE,FALSE,0.389952153110048
"GO BP:GO:0031348","GO BP","GO:0031348","negative regulation of defense response",287,1.18612612794509,0.100200400801603,0.431829010959091,"72179/20312/54616/101613/56715/19261/52392/329731/11622/102657/65114/65113/213211/57781/17381/19211/18133/19883/12562/26390/26904/15944/22174/19255/12258/19223/227331/16000/74841/667803/63953/213541/238205/209558/22631/97895/67526/14063/15481/223752/16145/100038882/11516/56417/28135/192195/14190/18784/19280/107221/223723/19043/20847/56085/15006/15937/15234/16002/20848/229521/230828/15039/242691/16334/15227/668155/16835/19016/20821/14824/26365/547253/229096/217365/109648/16396/16160/436440/54483",110,1.03149992400416,0.390207715133531,0.8609314871426,"67526/12928/14792/20085/15481/22230/72179/18521/229521/12505/56085/12424/225913/17470/67027/65114/56496/18983/22631/17242/93687/96935/19255/56715/20312/19172/223723/56213/217365/11793/19280/11545/238205/14359/100340/26440/23825/16784/15944/20847/229096/11816/67857/79554","Both positive",FALSE,FALSE,0.390207715133531
"GO CC:GO:0030140","GO CC","GO:0030140","trans-Golgi network transport vesicle",36,1.29330226546081,0.129666011787819,0.311881307936201,"67300/11765/68365/94221/11977/11768/11764/18550/217887/252903/16004/20661/11767/17110/64011/216549/74325/22134/74051",24,1.05835036346465,0.390542907180385,0.682263007018353,"11769/22134/68365/11767/17274/80718/68328/235442/19328/67489/94221/12757","Both positive",FALSE,FALSE,0.390542907180385
"GO CC:GO:0097386","GO CC","GO:0097386","glial cell projection",45,-1.09901941686466,0.315261044176707,0.523957750881658,"14580/11629/240888/12790/20511/22350/14645/245880/16513/64383/170790/17751/11932",36,1.05646004501138,0.390939597315436,0.682263007018353,"11677/11829/11932/20511/239606/17762/20510/14766","Opposite",FALSE,FALSE,0.390939597315436
"GO CC:GO:0030130","GO CC","GO:0030130","clathrin coat of trans-Golgi network vesicle",15,1.41639615565875,0.0866935483870968,0.243064670087102,"67300/11765/11768/11764/217887/252903/11767/216549/74325",11,-1.03569039504177,0.391011235955056,0.682263007018353,"20508/11764/67300","Opposite",FALSE,FALSE,0.391011235955056
"GO CC:GO:0005883","GO CC","GO:0005883","neurofilament",12,1.33357727888075,0.139720558882236,0.324835929082182,"226180/18040/19132/380684/13405/18546/13548",11,-1.03711640452369,0.391011235955056,0.682263007018353,"18417/18039/380684/18040/18186/13405/18546","Opposite",FALSE,FALSE,0.391011235955056
"GO BP:GO:0000302","GO BP","GO:0000302","response to reactive oxygen species",185,1.03175136053359,0.391217564870259,0.737120353886821,"12176/26419/20852/26408/19272/26420/19261/11977/20698/66725/26398/19275/13078/19305/11502/223255/214254/19156/26413/19053/11671/12368/11815/74244/20656/319955/170826/11826/20541/15234/15251/56273/26462/16193/12631/11677/17523/381375/72129/12333/28240/11920/12954/59041/12367/18750/18214/12043/668173/108655/16952",108,1.08059657547439,0.292424242424242,0.794223581379545,"12928/11677/93734/68015/57320/56273/26398/11671/234384/20779/19305/11517/17189/105787/26420/72129/27050/22068/26408/20541/18604/18412/56484/75747/26419/19156/26413/20657/14694/16952/26417/328572/18477/12491/11545/213990/11758/22229","Both positive",FALSE,FALSE,0.391217564870259
"GO MF:GO:0016616","GO MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",118,-1.04303338740224,0.391304347826087,0.692942879032945,"16497/100417514/208665/94224/14380/15485/67103/13016/19682/114664/77219/11532/109857/13017/170718/97212/234309/28200/20751/15108/14979/269951/76187/67880/15107/23918/69772/236539/98711/67861",70,-1.54561267655105,0.00357413415882812,0.0784829489253649,"16499/14555/16497/109857/333433/15108/17448/15929/22122/234309/52585/58875/76238/11532/97212/107029/110208/15490/14381/13017/67834/71755/23917/14979/71911/16832/66375/77219/70750/67880/14104/109264/76187","Both negative",FALSE,FALSE,0.391304347826087
"GO BP:GO:0001503","GO BP","GO:0001503","ossification",405,1.22957319002684,0.0334439806492892,0.229619711297717,"17702/13836/26419/100201/15902/14219/14042/20472/11622/102657/13666/12160/19094/12096/17260/12159/12845/338366/67141/14083/26379/14200/110075/21943/12842/21834/21934/239405/233781/23967/56637/14180/71982/233726/20750/17966/212712/22402/12817/214593/12161/17926/22410/12156/18634/140494/16905/16000/435965/15213/11732/26413/14234/18121/170574/77583/17300/22418/107250/12163/18514/235626/225998/16147/170826/239790/100038882/18159/18605/68588/22337/56417/107221/20541/20256/18015/12843/17313/17261/17389/21990/13871/11839/16002/15251/22417/242291/243853/20855/106042/12824/20354/12457/19664/16193/13521/433938/668178/13363/234356/338352/11789/22341/26409/19016/16332/80752/13345/22160/72162/21922/12813/11474/56788/12168/75788/18214/329278/12043/71952",119,-1.03296357392722,0.391691394658754,0.862577224303157,"16332/230709/208727/15184/66403/106042/11647/18514/14182/14756/268396/67399/12411/11789/15530/12400/228357/20182/237928/17261/16202/14219/19242/19247/235611/114584/216963/67972/71952/22601/68431/13609/353170/18015/11625/100038882/18439/12457/70661/18605","Opposite",FALSE,FALSE,0.391691394658754
"GO BP:GO:0050851","GO BP","GO:0050851","antigen receptor-mediated signaling pathway",164,-1.03220272427964,0.355421686746988,0.715069357820226,"14525/74556/14728/378460/12477/226422/12042/56310/20662/105855/12503/268749/57257/20400/80859/94185/234779/114774/15461/24105/106957/27028/14727/77647/15170/18033/75454/22637/225825/50723/12494/16792/12520/22350/21682/240354/232341/195564/12929/27050",69,-1.02896434171326,0.39209726443769,0.863042290591996,"22284/104418/76438/19697/57257/208650/109880/16019/101476/224045/16151","Both negative",FALSE,FALSE,0.39209726443769
"GO MF:GO:0015645","GO MF","GO:0015645","fatty acid ligase activity",20,-1.02985807739447,0.392156862745098,0.692942879032945,"26459/26458/74205/20216/26568/78625/264895/233799/26457/328845/94180/216739",12,-1.07065000979779,0.341573033707865,0.826807666886979,"433256/257633/216739/74205/94180/26569/14081","Both negative",FALSE,FALSE,0.392156862745098
"GO BP:GO:0061028","GO BP","GO:0061028","establishment of endothelial barrier",49,1.0303039202975,0.392430278884462,0.738090035352217,"50918/16150/238871/18795/17356/12562/19878/12737/14063/68268/17874/19280",29,-1.89416901377207,0.00192946447036892,0.0643106465950782,"19877/18795/12741/19684/223864/21873/50918/12562/72065/76089/68268/109905/16456/19878/14104/21872","Opposite",FALSE,FALSE,0.392430278884462
"GO BP:GO:0032271","GO BP","GO:0032271","regulation of protein polymerization",200,1.65594219614255,0.000270823740709828,0.00750264546315786,"228361/21916/76686/13191/75786/227634/26419/56717/69697/18479/50918/20742/225288/17762/102774/17973/58804/14544/268970/22351/399591/12562/16765/54126/229589/20257/211673/80880/22153/83679/13829/100862177/22003/11845/20563/108100/26401/20740/170835/14784/328108/17755/230101/56430/13383/260315/76820/13717/50875/15519/12721/76499/72948/22349/223601/14489/545481/100732/67886/12631/227753/230234/93675/11518/11789/207495/225115/29816/76884/12333/235041/243725",145,-1.03185079221868,0.392523364485981,0.86349840545046,"21916/104445/11789/105855/29816/19684/20430/229589/227634/50884/235041/14158/50918/108903/72205/100986/106763/242553/237860/56320/12562/260315/76441/72042/277360/17755/216963/75786/76499/227753/56717/101706/66616/17913/211673/76884/231637/20739/22334","Opposite",FALSE,FALSE,0.392523364485981
"GO BP:GO:0015698","GO BP","GO:0015698","inorganic anion transport",146,1.25796364439452,0.0715705765407555,0.364986927310734,"208890/20515/59033/14658/57138/56717/14401/320091/26373/14767/66881/12725/328699/107723/14394/18674/14396/216225/14403/21819/27421/26934/11732/102566/382014/18605/18671/22337/55961/80797/72961/14406/20379/12727/99663/13521",66,1.03701358334239,0.392694063926941,0.86349840545046,"20515/57776/330064/232333/110886/14402/14400/171429/20510/26373/14396/20512/26372/14628/105722/114479/12725/102566/140919/12724/83704/19092/14406/57138/14401/72961","Both positive",FALSE,FALSE,0.392694063926941
"GO BP:GO:0010043","GO BP","GO:0010043","response to zinc ion",35,-1.76244100795566,0.00539167594093868,0.0702357128733368,"18439/239436/230810/226781/17025/17750/230163/74096/17748/11298/71111/94045/98314/14590/17751",19,-1.03775293984769,0.393120393120393,0.864007289391523,"110304/11898/226781/237213/16548/18439","Both negative",FALSE,FALSE,0.393120393120393
"GO CC:GO:0000137","GO CC","GO:0000137","Golgi cis cisterna",15,1.06396863803177,0.393145161290323,0.593633530394551,"56846/73991/233781/99412/69048",11,-1.24759207915763,0.195505617977528,0.49290611312131,"18197/58994/99412/69048/56846/16897","Opposite",FALSE,FALSE,0.393145161290323
"GO MF:GO:0019903","GO MF","GO:0019903","protein phosphatase binding",181,1.96102755823425,1.11706973423277e-06,6.81971072749108e-05,"72179/16579/99470/16438/228361/210376/104248/18708/12287/26419/238161/20852/72590/26408/16150/19261/17762/13666/16480/15357/16568/14083/12388/14534/56480/19281/16451/12562/12550/20698/269523/20846/78473/71702/16905/244281/19052/56392/71474/14784/74302/12874/52040/19047/67727/26367/217232/381290/260299/15519/56317/19200/20848/14265/73340/78388/12631/16534/14389/12288/19016/243725/26365/97387/12043/244416/18005/677296/22030/243819/16337/53310/52206/20416/226517/20853/140491/71183/17872/12483/11733/72508/170749/668205/54646/16453",127,-1.01547446638515,0.393292682926829,0.843136771695124,"22352/12287/20698/67727/71978/14158/13488/13003/16579/56480/11733/16451/12562/69601/216963/26400/14389/22030/210376/71782/16438/105651/12288/20846/52036/243819/20544/109700/71474","Opposite",FALSE,FALSE,0.393292682926829
"GO BP:GO:0060338","GO BP","GO:0060338","regulation of type I interferon-mediated signaling pathway",46,1.07546467318745,0.351778656126482,0.710723244107466,"17381/56480/53323/19255/227331/213541/22418/94088/100038882/56417/223723/20847",22,1.03130409851009,0.393526405451448,0.864230162614891,"12539/14082/53323/54131/18983/19255/223723/211007","Both positive",FALSE,FALSE,0.393526405451448
"GO BP:GO:0014910","GO BP","GO:0014910","regulation of smooth muscle cell migration",103,1.13888459570224,0.231388329979879,0.628393649568645,"18667/17918/18479/238871/54608/17260/14083/11977/14180/22402/22370/15117/13078/16416/22003/19017/20563/16000/234593/20660/214384/18552/18015/67299/50706/57264/18792/26409/19016/108058/11421/18214/12043",55,-1.02902028700295,0.394202898550725,0.864230162614891,"20851/16202/23789/17886/14745/231637/11629/17918/22370/67299/18015/18844","Opposite",FALSE,FALSE,0.394202898550725
"KEGG:mmu04130","KEGG","mmu04130","SNARE interactions in vesicular transport",33,-1.02942673982542,0.394250513347023,0.589915966386555,"56494/22320/20909/68159/58244/224630/13852/53334/20619/228960/67023/22319",27,1.43927646905045,0.0550621669626998,0.263539181906529,"56494/20333/53620/228960/224630/67023/71116/53612/53330/20907","Opposite",FALSE,FALSE,0.394250513347023
"GO BP:GO:0001706","GO BP","GO:0001706","endoderm formation",42,1.44349406668814,0.0526315789473684,0.323325146182782,"16410/12816/235497/22370/17126/76246/14784/13813/18121/18999/235626/14268/54624/22083/12832/13537/16323",16,-1.04408962678752,0.39454094292804,0.864230162614891,"17886/22370/16402","Opposite",FALSE,FALSE,0.39454094292804
"GO BP:GO:0036120","GO BP","GO:0036120","cellular response to platelet-derived growth factor stimulus",20,1.23701799216524,0.198412698412698,0.583555938215187,"11977/15117/16416/216443",11,1.06367711571539,0.394557823129252,0.864230162614891,"20779/16416/67043","Both positive",FALSE,FALSE,0.394557823129252
"GO BP:GO:0060972","GO BP","GO:0060972","left/right pattern formation",132,-1.21813948213666,0.118217054263566,0.45982157709875,"12627/17292/69049/74453/213575/74025/546143/13590/71233/74934/21386/66248/15223/20807/171567/226352/69327/68270/207607/76441/319757/68922/66910/100503311/22416/17427/56334/14609/18128/18764/18553/21667/71860/72938/14275",31,1.03203169453081,0.394984326018809,0.864230162614891,"19378/67694/171567/56334/17126/11480/13542/19164/17260","Opposite",FALSE,FALSE,0.394984326018809
"KEGG:mmu00230","KEGG","mmu00230","Purine metabolism",126,1.02466423003174,0.394990366088632,0.589915966386555,"23917/73707/54195/234889/18573/238871/18577/13178/11566/14544/15452/229589/14198/11565/242202/11636/209558/53893/18160/18605/210044/11512/14917/94041/19139/66566/18578/229363/11534/68870/207728/20133/14450/109674/11564/104111/60596/225600/67464/18102/11515/231327/271639/11514/20135",87,-1.53633710143017,0.0107923181201927,0.0891786286773816,"23959/105446/109674/68695/11717/11512/18574/66681/11566/69692/224794/76952/237823/15452/20133/229589/11565/215446/18583/18584/11534/53893/210044/23917/224129/104111/23984/218461/66355/12499/67054/27369/18577/14198/11637/14450/66358/18605/79059","Opposite",FALSE,FALSE,0.394990366088632
"GO BP:GO:0046496","GO BP","GO:0046496","nicotinamide nucleotide metabolic process",79,-1.03508498057218,0.395112016293279,0.740589371011551,"16498/18563/67375/14571/18115/59027/15926/107766/22059/18104/15483/54683/19895/14148/78373/67725/66171/14380/17969/223646/103988/107747/50493/216188/230163/26914/170718/14263/246703/269951/14149/67880/192185/21351/68646",56,-1.55170289293001,0.0129408283003655,0.208653108724752,"14555/68646/14148/333433/17448/15929/74637/226518/107029/110208/14381/67834/66171/16832/66454/56717/18293/66646/67880/266690/74370/12457/319801","Both negative",FALSE,FALSE,0.395112016293279
"GO BP:GO:0140058","GO BP","GO:0140058","neuron projection arborization",32,1.59684244888066,0.0203599353178584,0.165943116631654,"20346/13544/80883/17356/66725/22142/270163/21983/22418/171171/29859/140486/216049/13542/71751/192167/19242",23,-1.02708502668038,0.395180722891566,0.864230162614891,"218194/13385/29859/19877/18186/19242/11426/66725/66797","Opposite",FALSE,FALSE,0.395180722891566
"GO BP:GO:0032233","GO BP","GO:0032233","positive regulation of actin filament bundle assembly",68,-1.04338725866158,0.395303326810176,0.740589371011551,"442801/21812/234686/192176/16413/68606/68732/11350/20410/114229/77569/20947/72754/18186/18016/18816/11848/19353/30794/118449/19303/218952/18643/20971",49,-1.71899928772981,0.00317047684861931,0.0906756378705121,"268396/18186/64930/192176/234094/223864/11806/72754/16413/56193/14219/118449/56717/14745/18816/109880/104027/19878/77569/12540","Both negative",FALSE,FALSE,0.395303326810176
"GO BP:GO:1905244","GO BP","GO:1905244","regulation of modification of synaptic structure",23,-1.01871506301039,0.395303326810176,0.740589371011551,"21844/20430/112405/11848/235604/16443/17919",21,-1.30605865221149,0.134328358208955,0.629468934397779,"20430/11852/112405/16443/30785/77579/18015/12540","Both negative",FALSE,FALSE,0.395303326810176
"GO BP:GO:0039702","GO BP","GO:0039702","viral budding via host ESCRT complex",14,-1.04671049831295,0.395393474088292,0.740589371011551,"75608/76959/68953",12,1.46979828220749,0.0615384615384615,0.479437609841828,"68942/22088/76959/330192/208092/234852/116733/68953/75608","Opposite",FALSE,FALSE,0.395393474088292
"GO BP:GO:1901653","GO BP","GO:1901653","cellular response to peptide",329,1.25582610380343,0.0256070703771895,0.19202275942422,"68192/338346/229877/17918/18708/64898/56717/20852/18479/56017/231207/11820/228869/20588/235344/17973/18795/17978/12096/18759/79221/72993/83431/14083/26379/19211/107508/22628/18706/16451/16452/18746/56637/98496/19387/16369/434246/19878/74143/19255/19084/100102/12293/14347/16000/109241/26413/23921/14234/12295/14784/18751/26569/232339/12921/20660/20850/170731/231070/26367/237858/18605/18607/108083/11512/56041/22318/12286/12703/117150/232975/16002/20848/16800/18718/237542/21853/12631/70771/17250/16334/11789/19062/26409/19016/16332/17118/216233/26365/18750",190,-1.02327140572874,0.395424836601307,0.864230162614891,"83946/72993/16332/11512/11652/56436/237542/107508/12286/213053/19877/70556/18762/20663/56041/19084/18795/14756/18751/11789/22352/22084/20430/14783/12390/14158/18718/74143/16452/230796/20851/170731/16451/17977/19247/226781/11472/16800/230514/67972/74741/228869/66437/14678/18750/19697/56717/26569/17913/13688/19062/79221/117150/19878/17918/74142/18746/11625/20544/18605/232975","Opposite",FALSE,FALSE,0.395424836601307
"GO BP:GO:0007622","GO BP","GO:0007622","rhythmic behavior",64,1.19086265907199,0.182555780933063,0.563835106964824,"16490/56717/15902/17978/27373/19211/16531/19215/11554/16847/14601/19218/18143/16193/26414",28,-1.026112755962,0.395833333333333,0.864230162614891,"16508/13488/224671/11539/56717/11657/26414/66797","Opposite",FALSE,FALSE,0.395833333333333
"GO BP:GO:1903307","GO BP","GO:1903307","positive regulation of regulated secretory pathway",56,1.49426137201302,0.0147831908398586,0.136600836671989,"239556/59033/20910/19339/27062/11765/16500/20979/20983/12291/104886/56807/20907/74006/12921/230899/14063/18159/16190/54215/14389/12570/237625/12568/69150/192167/60510",32,1.0288144021076,0.39589905362776,0.864230162614891,"192167/104886/56807/69150/54526/11840/20907","Both positive",FALSE,FALSE,0.39589905362776
"GO BP:GO:0010893","GO BP","GO:0010893","positive regulation of steroid biosynthetic process",25,1.03318288517844,0.396378269617706,0.741558166456717,"12161/170459/19017/16000/13132/16002/22417/20788/192663/16001",10,1.43926940418819,0.0738831615120275,0.514974929218267,"16001/20788/235623/20280","Both positive",FALSE,FALSE,0.396378269617706
