"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO BP:GO:0022613","GO BP","GO:0022613","ribonucleoprotein complex biogenesis",428,-1.70956163953835,3.66193422758763e-06,0.000255289129008966,"19384/66583/75416/330361/27374/100038991/67949/229504/109075/223499/66978/66523/216766/231452/56844/73736/59028/55989/66181/52521/100609/237730/75422/236732/21357/56351/28126/74097/20826/50783/234384/50529/67223/72614/227522/67674/67332/208768/70285/214616/100503670/67941/267019/20643/236511/68533/14645/19896/225215/27176/68011/110954/57316/18148/20044/105244208/14109/20103/14791/101867/102462/11837/107732/20115/68966/68077/68040/19941/67832/107686/20055/20116/75617/20088/19942/27207/66489/320790/67025/70078/68193/19988/20085/76846/20042/20054/20068/22121/66475/67115/67205/20091/68052/19989/16785/20104/57808/67671/66481/54127/67134/268449/59050/100043813",267,1.85326035435895,3.57736139623672e-07,7.9292215347587e-05,"54127/108707/75617/57815/67674/20055/26908/19942/67755/20085/78651/28126/268449/60321/20227/68052/68193/20174/20042/76846/269061/19989/230082/67439/269470/234384/70930/53975/13871/237730/20630/227522/66870/140546/105372/20044/20641/21771/67671/27176/100503670/19896/27207/99375/22121/14113/20103/237221/72584/226982/66405/16785/56351/56505/66475/20115/67134/110109/18148/19988/98956/20222/432508/67014/69499/68147/20935/68845/68083/15519/20116/76183/214498/16418/224619/66448/97112/20817/56195/55989/231386/107732/67941/68011/20595/67493/67115/18150/19655/217011/14105/108013/245474/118451/107071/20826/108143/50529/20901/69878/71989/68219/50783/28035/67959/57808/14109/103136/216156/20638/57294/57750/66164/81898/20643/19069/18572/217038","Opposite",TRUE,TRUE,3.66193422758763e-06
"GO BP:GO:0009144","GO BP","GO:0009144","purine nucleoside triphosphate metabolic process",166,-1.95166882602478,3.84434203343568e-06,0.000265092455001261,"72900/17869/14923/54369/66916/19384/66437/407785/230075/66052/70316/11951/50873/67264/57423/67414/17993/171567/83433/17706/12495/11848/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/98660/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/12015/66377/17705/17722/17716/17718/75406/68202",124,-1.99758167730083,3.97391243639823e-06,0.000537285743293532,"14679/11949/67126/66043/67680/68202/56045/72900/11534/53893/68349/67130/74143/11931/23917/71679/11946/78830/68055/66454/66437/66725/225887/68342/12628/67264/69802/27369/66916/17995/227197/50799/11674/11637/68375/66218/78330/66945/101592/11958/11950/18605/79059/226646/75406","Both negative",TRUE,TRUE,3.97391243639823e-06
"GO BP:GO:0006754","GO BP","GO:0006754","ATP biosynthetic process",99,-2.48630649119118,6.26415989097064e-10,2.26696681337811e-07,"72900/17869/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/67184/17721/66416/67942/17717/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",75,-2.14093748063538,4.09740412623788e-06,0.000537285743293532,"11949/67126/66043/67680/68202/72900/68349/67130/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/226646/75406","Both negative",TRUE,TRUE,4.09740412623788e-06
"GO CC:GO:0005747","GO CC","GO:0005747","mitochondrial respiratory chain complex I",51,-2.86237836290884,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.3109954804118,4.11559104452007e-06,0.000163251778099296,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,TRUE,4.11559104452007e-06
"GO CC:GO:0030964","GO CC","GO:0030964","NADH dehydrogenase complex",51,-2.86237836290884,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.3109954804118,4.11559104452007e-06,0.000163251778099296,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,TRUE,4.11559104452007e-06
"GO CC:GO:0045271","GO CC","GO:0045271","respiratory chain complex I",51,-2.86237836290884,1e-10,2.52666666666667e-09,"626359/595136/72900/66916/407785/230075/70316/67264/17993/66218/17991/104130/68342/67130/54405/68375/78330/66495/68198/66414/66091/67184/17721/66416/17717/17720/17719/66377/17722/17716/17718/75406/68202",39,-2.3109954804118,4.11559104452007e-06,0.000163251778099296,"66108/67273/66414/68198/66349/68202/72900/68349/67130/225887/68342/67264/66928/66916/17995/227197/68375/66218/78330/226646/75406","Both negative",TRUE,TRUE,4.11559104452007e-06
"GO BP:GO:0009145","GO BP","GO:0009145","purine nucleoside triphosphate biosynthetic process",111,-2.54343565378986,1e-10,4.22933333333333e-08,"72900/17869/54369/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/171567/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",83,-2.09501640679981,4.39818458406421e-06,0.000557061493175904,"11949/67126/66043/67680/68202/72900/11534/68349/67130/23917/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/79059/226646/75406","Both negative",TRUE,TRUE,4.39818458406421e-06
"GO BP:GO:0022904","GO BP","GO:0022904","respiratory electron transport chain",99,-2.32945284237494,2.42092154828363e-08,3.74593324446618e-06,"72900/12857/407785/230075/66052/66383/13063/67264/12868/12861/17993/66594/67530/66152/110826/71803/66218/50776/12859/22272/12867/107197/68375/66576/78330/20512/66414/20463/17721/66416/17717/17709/17720/17719/17722/17708/17716/17710/17718/75406/68202/110842/17711",74,-2.12323600543164,4.63176371314216e-06,0.0005703502372322,"67680/12861/68202/66576/12859/72900/68349/20656/84682/22273/78830/12865/12122/225887/67264/27369/56428/18810/69702/17995/227197/50799/68375/66218/78330/66945/13382/226646/75406","Both negative",TRUE,TRUE,4.63176371314216e-06
"GO BP:GO:0022900","GO BP","GO:0022900","electron transport chain",109,-2.38952152893442,5.65351647573722e-09,1.15696479103474e-06,"57320/626359/27369/72900/12857/407785/230075/66052/66383/13063/67264/12868/12861/17993/66594/67530/66152/78797/110826/71803/66218/50776/12859/22272/12867/107197/68375/66576/78330/66495/20512/59016/66414/20463/17721/66416/17717/17709/17720/17719/209224/17722/17708/17716/17710/17718/75406/68202/110842/17711",80,-2.10738019255788,4.8387678052109e-06,0.000579736694067565,"67273/66414/14555/110842/14148/13063/67680/12861/68202/66576/12859/72900/68349/20656/84682/22273/78830/12865/12122/225887/67264/27369/56428/18810/69702/17995/227197/50799/68375/66218/66841/78330/66945/13382/226646/75406","Both negative",TRUE,TRUE,4.8387678052109e-06
"GO BP:GO:0009206","GO BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",110,-2.58112257477208,1e-10,4.22933333333333e-08,"72900/17869/54369/66916/407785/230075/66052/70316/11951/50873/67264/57423/17993/171567/83433/17706/12495/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/68202",82,-2.06848498505535,5.19005651682175e-06,0.000605461066817653,"11949/67126/66043/67680/68202/72900/68349/67130/23917/71679/11946/78830/68055/225887/68342/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/11958/11950/79059/226646/75406","Both negative",TRUE,TRUE,5.19005651682175e-06
"GO BP:GO:0009141","GO BP","GO:0009141","nucleoside triphosphate metabolic process",180,-1.88250166403749,6.37197517177075e-06,0.000400235747422908,"72900/17869/14923/54369/66916/19384/66437/407785/230075/66052/70316/22245/11951/50873/67264/57423/67414/17993/171567/83433/17706/12495/11848/66218/110074/17991/27425/104130/71679/68342/67130/107197/67126/54405/98660/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/12015/66377/17705/17722/17716/17718/75406/68202",136,-1.96598455846871,4.12084711752314e-06,0.000537285743293532,"14679/11949/67126/57319/66043/67680/68202/56045/215446/72900/11534/53893/68349/67130/74143/22169/11931/23917/71679/11946/78830/68055/66454/66437/66725/237336/225887/68342/12628/67264/69802/27369/66916/17995/227197/50799/11674/11637/68375/66218/78330/66945/101592/11958/11950/18605/79059/226646/75406","Both negative",TRUE,TRUE,6.37197517177075e-06
"KEGG:mmu05012","KEGG","mmu05012","Parkinson disease",257,-2.192530666911,2.66938282978884e-10,1.56158895542647e-08,"72900/67847/20192/66916/12857/19185/407785/230075/110323/66052/56551/70316/12864/13063/19170/74153/64704/11951/106957/50873/20655/26443/67264/12868/214084/12861/109731/14678/67414/17993/16572/66594/67530/19167/17706/66152/66218/11783/17991/104130/71679/68342/12859/22272/67130/12867/18024/67126/54405/26441/68375/66576/277468/78330/66495/11957/68198/66414/16439/22195/66091/72027/20463/22186/67184/17721/22213/66416/67151/67942/17717/17709/78174/16573/17720/407790/69806/17719/19175/66377/17705/17722/17708/50868/17716/75600/17710/17718/75406/68202/73710/17711/78294",189,-1.81325621016192,7.07830849907685e-06,0.000277823608588767,"13063/14679/11949/67126/11740/66043/67680/140499/12861/68202/66576/22145/21823/12859/72900/16573/14677/18803/26442/68349/17161/67130/13488/22195/224129/71679/84682/170731/22273/11946/12865/215999/66725/225887/68342/14678/14680/67264/22335/214084/19167/16438/16439/12323/109731/56551/66916/22334/17995/11739/26414/227197/11783/68375/66218/12864/22201/78330/66945/11950/74764/226646/22333/75406","Both negative",TRUE,TRUE,7.07830849907685e-06
"GO BP:GO:0006164","GO BP","GO:0006164","purine nucleotide biosynthetic process",227,-1.79002561001707,7.72665187657868e-06,0.000462432825519011,"72900/17869/14923/223646/54369/66916/66355/407785/230075/66052/70316/14913/23971/212627/11951/50873/67264/270076/57423/17993/171567/83433/17706/237823/12495/66218/17991/74023/27425/104130/71679/68342/67130/23972/107197/67126/54405/68738/68375/17850/78330/66495/269951/11957/68198/66414/66091/79059/67184/17721/192185/66416/23918/67942/17717/216739/18103/665563/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/27273/68202/68646",168,-1.98993500351912,2.67290418290869e-07,6.23630749622854e-05,"67184/105446/109674/13806/212627/28080/11717/66108/11512/67273/55951/66414/269614/68646/68263/11566/68198/216739/665563/11949/67126/237823/15452/66043/67680/15444/68202/11565/226518/56690/72900/11534/14381/68349/108156/210044/67130/23917/224129/71679/104111/11946/78830/68055/66454/236900/225887/68342/66355/67264/69802/67054/27369/66916/104112/17995/227197/50799/11674/11637/68375/66218/14081/14450/78330/66945/11958/11950/13382/79059/226646/22333/75406","Both negative",TRUE,TRUE,7.72665187657868e-06
"GO CC:GO:0032040","GO CC","GO:0032040","small-subunit processome",75,-2.7171097301799,1e-10,2.52666666666667e-09,"75416/223499/66523/73736/59028/55989/237730/20826/267019/20044/105244208/20103/14791/20102/102462/20115/68966/20055/20116/20088/27207/70078/20085/76846/20042/20068/66475/67205/20091/68052/20104/54127/67134/78294/100043813",37,2.16660632809586,8.3377448332941e-06,0.000310059885988124,"54127/20055/20085/68052/20042/76846/230082/269470/237730/105372/20044/21771/27207/14113/20103/66475/20115/67134/98956/20116","Opposite",TRUE,TRUE,8.3377448332941e-06
"GO BP:GO:0009205","GO BP","GO:0009205","purine ribonucleoside triphosphate metabolic process",157,-2.01072984162494,9.86044917338064e-07,8.34062527412357e-05,"72900/17869/54369/66916/19384/66437/407785/230075/66052/70316/11951/50873/67264/57423/67414/17993/171567/83433/17706/12495/11848/66218/17991/27425/104130/71679/68342/67130/107197/67126/54405/98660/68375/78330/66495/11957/68198/66414/66091/79059/67184/17721/66416/23918/67942/17717/18103/18950/66401/16189/17720/17719/12015/66377/17705/17722/17716/17718/75406/68202",116,-1.91056200208762,1.06216092784908e-05,0.00120732292132179,"14679/11949/67126/66043/67680/68202/72900/53893/68349/67130/74143/11931/23917/71679/11946/78830/68055/66454/66437/66725/225887/68342/12628/67264/69802/66916/17995/227197/50799/11674/68375/66218/78330/66945/101592/11958/11950/18605/79059/226646/75406","Both negative",TRUE,TRUE,1.06216092784908e-05
"GO BP:GO:0072522","GO BP","GO:0072522","purine-containing compound biosynthetic process",235,-1.76426644784442,1.11360401759755e-05,0.000630777132824897,"72900/17869/14923/223646/54369/66916/66355/407785/230075/66052/70316/14913/23971/212627/11951/50873/67264/66681/270076/57423/17993/171567/83433/17706/237823/12495/66218/17991/74023/27425/104130/71679/68342/67130/20425/23972/107197/67126/54405/68738/68375/17850/78330/66495/269951/11957/68198/66414/66091/79059/67184/17721/192185/66416/23918/67942/17717/216739/18103/665563/18950/66401/16189/17720/17719/66377/17705/17722/17716/17718/75406/27273/68202/68646",172,-2.02129875632764,2.32737031211542e-07,5.73179588533759e-05,"23959/67184/105446/109674/13806/212627/28080/11717/66108/11512/67273/55951/66414/269614/66681/68646/68263/11566/68198/216739/665563/11949/67126/237823/15452/66043/67680/15444/68202/11565/226518/56690/72900/11534/14381/68349/108156/210044/67130/23917/224129/71679/104111/66902/11946/78830/68055/66454/236900/225887/68342/66355/67264/69802/67054/27369/66916/104112/17995/227197/50799/11674/11637/68375/66218/14081/14450/78330/66945/11958/11950/13382/79059/226646/22333/75406","Both negative",TRUE,TRUE,1.11360401759755e-05
"GO CC:GO:0044391","GO CC","GO:0044391","ribosomal subunit",203,-3.84727144820765,1e-10,2.52666666666667e-09,"100038991/19944/66480/67270/68611/66121/66163/28028/74600/94061/68735/68565/56282/66483/69527/20826/234384/66407/79044/50529/68463/94066/67707/68836/100503670/67681/67248/100502825/100042823/67941/66047/267019/68499/66230/19896/27176/78523/27370/110954/18148/20044/66292/269261/22186/105244208/19951/14109/20103/19921/100043346/67186/20102/102462/11837/100043718/14694/107732/20115/64660/19941/270106/26451/99045/67945/20084/54217/19982/20055/20116/56040/75617/66184/67097/20088/76808/19942/19943/619605/67891/20005/19933/27207/66489/19981/19899/27050/26961/666586/67025/67427/319195/27367/68193/19988/68436/16898/20085/76846/20042/20054/20068/22121/66475/67115/20091/114641/68052/19989/16785/20104/57808/67671/66481/20090/54127/78294/65019/268449/100043813/67281/14548/19946/66845",168,1.84963365111171,1.16916091260717e-05,0.000403776880007216,"54127/67097/18120/19899/75617/26451/20055/19942/20090/20085/27398/268449/68052/68193/20042/76846/19989/19934/66973/234384/114641/20084/66223/19981/19946/19943/20044/67671/27176/66480/100503670/19896/27207/67186/22121/20103/94064/16785/94063/27050/66475/27367/66230/20115/67891/18148/19988/66407/94062/16898/68436/20116/66448/67994/67270/27370/76808/107732/67941/67427/67115/65019/67840/67707/20102/19982/118451/20826/66845/14694/20005/50529","Opposite",TRUE,TRUE,1.16916091260717e-05
"GO CC:GO:0005840","GO CC","GO:0005840","ribosome",255,-3.45847281884529,1e-10,2.52666666666667e-09,"50849/100038991/19944/66480/67270/68611/66121/66163/28028/74600/94061/68735/68565/56282/66483/69527/20826/320267/234384/66407/79044/50529/68463/94066/23960/67707/68836/100503670/67681/67248/100502825/100042823/67941/66047/267019/68499/66230/213753/13629/19896/225215/27176/78523/27370/110954/18148/20044/66292/269261/22186/105244208/19951/66416/14109/68135/20103/19921/100043346/67186/20102/102462/11837/100043718/14694/107732/20115/64660/68028/19941/270106/26451/99045/67945/20084/54217/19982/17751/20055/20116/56040/75617/66184/67097/20088/76808/19942/19943/619605/67891/20005/19933/27207/66489/19981/19899/27050/26961/666586/67025/67427/319195/27367/68193/19988/68436/16898/20085/76846/20042/20054/20068/22121/66475/67115/218490/20091/114641/68052/19989/16785/20104/57808/67671/66481/20090/54127/78294/65019/268449/100043813/67281/14548/13627/19946/66845",203,1.79908953650933,1.22150988909746e-05,0.000403776880007216,"54127/67097/18120/19899/75617/26451/20055/19942/20090/20085/27398/268449/68052/68193/20042/76846/15572/19989/19934/66973/234384/114641/20084/75452/66223/19981/19946/19943/20044/67671/71701/27176/66480/100503670/12330/19896/27207/67186/22121/20103/94064/16785/94063/27050/66475/27367/66230/20115/67891/18148/19988/66407/94062/57751/27103/16898/68436/20116/66448/67994/67270/27370/76808/107732/67941/67427/67115/65019/67840/67707/20102/19982/118451/218490/20826/66845/14694/20617/20005/68135/50529","Opposite",TRUE,TRUE,1.22150988909746e-05
"GO BP:GO:0006091","GO BP","GO:0006091","generation of precursor metabolites and energy",462,-1.61742018391842,1.56570165267175e-05,0.000819149542201898,"22228/71701/214917/11958/22059/215951/15483/19895/19013/56327/216963/100126824/12359/14387/71832/30956/108037/14148/26384/102631912/105675/18432/224792/58200/17986/14297/22040/21416/74114/66148/18439/100417514/231699/243262/672284/57320/626359/11430/595136/27369/20917/66171/14380/66972/72900/17869/20411/66916/12857/407785/230075/72157/12856/66052/66383/70316/103988/105787/11364/320204/67472/107747/13063/18770/67885/11532/216188/14635/67264/18976/74747/12868/230163/26914/20203/66681/12861/56351/14533/57423/79459/17993/17202/66594/67530/18682/17706/170718/67267/23960/11848/66152/78797/110826/71803/16591/66218/17991/11651/104130/50776/71679/68342/70556/12859/22272/67130/56490/12867/107197/58805/11676/67126/216558/54405/18679/68375/66576/77559/78330/70673/66495/269951/20512/11957/59016/68198/66414/66091/20463/67184/17721/18021/66416/21351/17717/102093/17709/16189/17720/68077/17751/17719/11429/66377/17705/209224/17722/17708/17716/12183/54403/17710/17718/75406/15277/68202/110842/17711/110078/76824/53412",302,-1.85350987072052,4.04032683176397e-08,1.37775144963151e-05,"28080/74185/215951/19045/66108/11652/67273/68002/54646/66414/208727/66681/14555/19047/68263/110842/14148/68198/17448/76824/15929/70556/74637/13063/11949/67126/66043/67680/12359/18655/12861/11532/68202/14783/66576/15275/64602/12859/110208/15356/72900/20533/14381/68349/52637/70207/67130/67834/13807/71679/20656/84682/170731/12183/66171/22273/110119/12856/11429/11946/78830/14467/12865/216963/12122/225887/68342/16548/11666/19046/67264/56717/18648/20916/18293/66646/19062/14297/27369/56428/105651/69089/18810/69702/66916/104112/56451/68550/17918/17995/102060/266690/227197/50799/18642/18746/74370/11674/68375/66218/18439/66841/56421/78330/18641/66945/67041/11958/11950/319801/18605/13382/12974/226646/75406","Both negative",TRUE,TRUE,1.56570165267175e-05
