"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Omics","Direction","PathwayKey"
"GO:0015079","potassium ion transmembrane transporter activity",86,-0.283171220133155,-1.35351669183414,0.0431395351812137,0.358624620748877,0.327502691327874,2342,"tags=42%, list=32%, signal=29%","16498/14807/99738/236727/98660/11928/140493/330953/74166/80334/12892/16485/80906/16499/16497/236794/20496/11933/382571/16520/16494/16491/16508/140492/226922/11931/170738/16510/98741/15166/72392/240776/268345/16526/20544/232975","GO MF","Proteomics","Negative","GO MF:GO:0015079"
"GO:0005198","structural molecule activity",350,0.242693159693707,1.2800672189517,0.0435897435897436,0.35874358974359,0.327611336032389,1787,"tags=29%, list=25%, signal=23%","54127/67097/18120/19899/445007/75617/26451/20055/19942/20090/20085/27398/268449/68052/68193/20042/76846/19989/59042/19934/71805/103468/66973/68051/114641/16001/20084/66223/19981/19946/22330/22146/19943/20044/12960/67671/27176/66480/100503670/19896/27207/67186/22121/20103/111173/94064/20742/13138/12827/28084/16785/94063/27050/66475/27367/20115/12386/67891/17904/69981/19988/66407/23859/94062/21923/66713/20692/74117/69077/16898/68436/238988/20116/105853/210274/66448/67994/27370/56378/94214/76808/107732/67941/238880/58187/67427/67115/65019/67840/67707/50797/11519/20102/20650/19982/118451/545486/13179/16668/66845/20005/103967/50529","GO MF","Proteomics","Positive","GO MF:GO:0005198"
"GO:0016769","transferase activity, transferring nitrogenous groups",18,-0.464167087303912,-1.49532325597223,0.0448216938952789,0.359375145938271,0.328188084926681,1086,"tags=33%, list=15%, signal=28%","52637/268860/107272/14719/12035/434437","GO MF","Proteomics","Negative","GO MF:GO:0016769"
"GO:0034450","ubiquitin-ubiquitin ligase activity",10,0.588696969309256,1.51782701603797,0.0450248353556705,0.359375145938271,0.328188084926681,587,"tags=30%, list=8%, signal=28%","23802/53323/56438","GO MF","Proteomics","Positive","GO MF:GO:0034450"
"GO:0005484","SNAP receptor activity",29,0.438380250684801,1.512080749352,0.0453924428544783,0.359375145938271,0.328188084926681,1433,"tags=38%, list=20%, signal=31%","56494/20333/18693/228960/100226/224630/67023/71116/53612/20907/67826","GO MF","Proteomics","Positive","GO MF:GO:0005484"
"GO:0001653","peptide receptor activity",16,0.529239154059751,1.54572976567263,0.0457746478873239,0.359375145938271,0.328188084926681,1547,"tags=56%, list=21%, signal=44%","18166/54598/11517/18216/20606/18386/70155/18217/12426","GO MF","Proteomics","Positive","GO MF:GO:0001653"
"GO:0034212","peptide N-acetyltransferase activity",21,0.488946307654026,1.56041290286041,0.0461611257037875,0.359375145938271,0.328188084926681,2017,"tags=52%, list=28%, signal=38%","107435/216825/217127/67877/67773/269252/108143/56441/328572/56292/73242","GO MF","Proteomics","Positive","GO MF:GO:0034212"
"GO:0019200","carbohydrate kinase activity",12,-0.544947300578158,-1.58635847294883,0.046286470801284,0.359375145938271,0.328188084926681,625,"tags=50%, list=9%, signal=46%","15275/16548/75578/18642/56421/18641","GO MF","Proteomics","Negative","GO MF:GO:0019200"
"GO:0051497","negative regulation of stress fiber assembly",20,-0.474583417818833,-1.56604830765093,0.0343391173271385,0.359644550518126,0.335446779402139,1400,"tags=55%, list=19%, signal=44%","235431/50768/69710/235041/242553/76499/19062/13609/16456/76707/21872","GO BP","Proteomics","Negative","GO BP:GO:0051497"
"GO:0014075","response to amine",14,-0.506442739140714,-1.48460111100179,0.034451534010768,0.359644550518126,0.335446779402139,1775,"tags=64%, list=25%, signal=49%","18574/11540/11419/15452/19049/13488/14680/214084/13166","GO BP","Proteomics","Negative","GO BP:GO:0014075"
"GO:0097194","execution phase of apoptosis",28,-0.421812551186334,-1.55055615277976,0.0344797956170096,0.359644550518126,0.335446779402139,1769,"tags=39%, list=24%, signal=30%","50768/64383/208194/236732/497097/106025/66454/51800/11783/223255/228355","GO BP","Proteomics","Negative","GO BP:GO:0097194"
"GO:0090079","translation regulator activity, nucleic acid binding",77,0.316663270874438,1.36053699026515,0.0476923076923077,0.366829618979152,0.33499564871921,1622,"tags=39%, list=22%, signal=31%","26908/218693/98221/13690/53356/19290/56347/66085/13684/67579/19291/226982/22384/68969/27979/16341/269037/75705/13628/73830/223691/69674/16418/208691/67941/208643/67160/217715/231207/66656","GO MF","Proteomics","Positive","GO MF:GO:0090079"
"GO:1903672","positive regulation of sprouting angiogenesis",10,-0.593891766380346,-1.60164799969905,0.0354426302675906,0.368819671305703,0.344004575466014,1559,"tags=60%, list=22%, signal=47%","240185/20193/16451/21872/18746/16402","GO BP","Proteomics","Negative","GO BP:GO:1903672"
