"Rank","PearsonR","RunningES","IsHit","EntrezID"
2273,0.710384829589294,0.214539922500028,TRUE,"19274"
2274,0.710318032858086,0.214486863657772,FALSE,"21745"
2275,0.71029198248987,0.214433804815516,FALSE,"207425"
2276,0.710253231890014,0.21438074597326,FALSE,"52040"
2277,0.710104347144734,0.214327687131004,FALSE,"94088"
2278,0.710089105832005,0.214274628288748,FALSE,"245867"
2279,0.710008462342819,0.214221569446492,FALSE,"56430"
2280,0.709570327179742,0.214168510604236,FALSE,"106068"
2281,0.709491633918607,0.214115451761979,FALSE,"215690"
2282,0.70933931899525,0.214062392919723,FALSE,"320191"
2283,0.709127940612231,0.214009334077467,FALSE,"269610"
2284,0.708966768709635,0.213956275235211,FALSE,"12448"
2285,0.708764117769944,0.213903216392955,FALSE,"67463"
2286,0.708715995884258,0.213850157550699,FALSE,"244421"
2287,0.708418843362688,0.213797098708443,FALSE,"26896"
2288,0.707805683088934,0.213744039866187,FALSE,"83603"
2289,0.707698877709703,0.213690981023931,FALSE,"108943"
2290,0.707688600853484,0.213637922181675,FALSE,"208171"
2291,0.70767655590498,0.213584863339419,FALSE,"12289"
2292,0.707636775653187,0.213531804497163,FALSE,"11601"
2293,0.707525685341626,0.213478745654907,FALSE,"69981"
2294,0.707406330293331,0.213425686812651,FALSE,"14063"
2295,0.707267261068632,0.213372627970395,FALSE,"445007"
2296,0.707034817591204,0.213319569128139,FALSE,"22763"
2297,0.706951427281168,0.213266510285882,FALSE,"67434"
2298,0.706687618785686,0.213213451443626,FALSE,"53893"
2299,0.706559689599466,0.21316039260137,FALSE,"19024"
2300,0.706408819141165,0.213107333759114,FALSE,"17703"
2301,0.705889181469671,0.213054274916858,FALSE,"239618"
2302,0.705766506404823,0.213001216074602,FALSE,"56697"
2303,0.705554984482512,0.212948157232346,FALSE,"51786"
